M of AlH__27Al-1H__AlHambra,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
50,1,3064.1047670000007,1.1127119799729137e-26,46.246,,,4111.928782999999,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           13 e,           12 e,0.0003832075155839196,,,324,300
50,1,3065.2818209999996,6.330803708344645e-28,53.12,,,4783.404679,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           17 e,           16 e,0.00039775620673975664,,,420,396
50,1,3065.5886340000006,5.931983619126677e-27,47.937,,,4263.2290219999995,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           14 e,           13 e,0.00012165525060596439,,,348,324
50,1,3066.1803840000002,1.4133243527746853e-27,51.375,,,4599.084514,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           16 e,           15 e,0.0003883297567789519,,,396,372
50,1,3066.2614300000005,2.980579660000043e-27,49.647,,,4425.662079,,,   X1Sigma+ 4 0,   X1Sigma+ 2 0,           15 e,           14 e,0.0007411140263144396,,,372,348
50,1,3071.5063739999996,4.26776477609957e-23,28.737,,,1637.302492,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            0 e,            1 e,0.00021324164696418942,,,12,36
50,1,3073.836497,2.637555374710128e-20,3.7269,,,451.76255599999996,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            7 e,            8 e,0.00012447088012864694,,,180,204
50,1,3091.275961,3.876885188980483e-20,3.9304,,,351.68897599999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            6 e,            7 e,0.00018435834670553974,,,156,180
50,1,3093.4017940000003,7.994477151629515e-32,40.463,,,6684.787406,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           30 e,           29 e,0.0004947251762342401,,,732,708
50,1,3095.276465,4.836785308552418e-23,10.388,,,1625.061501,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            1 e,            0 e,0.0007374944067584512,,,36,12
50,1,3106.060377,9.422214019978588e-23,12.975999999999999,,,1637.302492,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            2 e,            1 e,0.00012907362240210043,,,60,36
50,1,3124.1365769999998,6.534068354689241e-20,4.4251,,,188.68498799999998,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            4 e,            5 e,0.000255440795488896,,,108,132
50,1,3125.466612,1.4971881346184333e-22,15.610999999999999,,,1698.4250399999999,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            4 e,            3 e,0.00033535950858742627,,,108,84
50,1,3134.075226,1.5267723809038886e-22,16.605999999999998,,,1747.263498,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            5 e,            4 e,0.00021071782079359113,,,132,108
50,1,3139.535331,7.337471554812905e-20,4.7544,,,125.868321,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            3 e,            4 e,0.00039802638103522735,,,84,108
50,1,3141.8996960000004,1.409052856199724e-22,17.531,,,1808.265007,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            6 e,            5 e,0.0001687601848778319,,,156,132
50,1,3148.9994260000003,1.1922738636504504e-22,18.423,,,1881.3550489999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            7 e,            6 e,0.0007866797315299283,,,180,156
50,1,3154.277181,7.272225032404562e-20,5.2142,,,75.547889,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            2 e,            3 e,0.00019076687343456673,,,60,84
50,1,3155.3032080000003,9.320179422839046e-23,19.3,,,1966.5138559999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            8 e,            7 e,0.0005073273105205356,,,204,180
50,1,3155.4000699999997,1.0606997376041317e-27,33.382,,,4630.387565,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           23 e,           22 e,0.0009702216241663551,,,564,540
50,1,3160.8686339999995,6.766711421753543e-23,20.174,,,2063.65092,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,            9 e,            8 e,0.00020147952749597167,,,228,204
50,1,3161.007927999999,3.378704043063842e-27,32.378,,,4376.076635,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           22 e,           21 e,0.0008894087924008848,,,540,516
50,1,3165.629727,4.578852838653344e-23,21.051,,,2172.7277559999998,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           10 e,            9 e,0.00020554804791094464,,,252,228
50,1,3165.833703000001,1.0212514638366679e-26,31.379,,,4132.085572999999,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           21 e,           20 e,0.00019140010449317943,,,516,492
50,1,3168.287512,6.029530627728022e-20,6.0506,,,37.791354,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            1 e,            2 e,0.00016282813024781685,,,36,60
50,1,3169.6394819999996,2.895926813293915e-23,21.935,,,2293.63933,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           11 e,           10 e,0.00012690547663517126,,,276,252
50,1,3169.822168,2.926070545559402e-26,30.388,,,3898.6086630000004,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           20 e,           19 e,0.00033407334524023316,,,492,468
50,1,3172.4502169999996,7.942843357077376e-26,29.406,,,3675.7764420000003,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           19 e,           18 e,0.00037174857094547116,,,468,444
50,1,3172.8364070000007,1.7153209549258043e-23,22.828000000000003,,,2426.3301739999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           12 e,           11 e,0.00037671474619398686,,,300,276
50,1,3175.271413,9.533866447634246e-24,23.733,,,2570.6788460000002,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           13 e,           12 e,0.00024148084810187326,,,324,300
50,1,3175.3977109999996,2.038083687375001e-25,28.432,,,3463.7696619999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           18 e,           17 e,0.00012873616430514,,,444,420
50,1,3176.8838379999997,4.978874168182288e-24,24.649,,,2726.614187,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           14 e,           13 e,0.00020175727991822253,,,348,324
50,1,3176.989144,4.944667097585421e-25,27.469,,,3262.70352,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           17 e,           16 e,0.000397665688738669,,,420,396
50,1,3177.7297770000005,2.4466201408916335e-24,25.576999999999998,,,2893.9988949999997,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           15 e,           14 e,9.411163583744573e-05,,,372,348
50,1,3177.746633,1.132546414660837e-24,26.517,,,3072.745867,,,   X1Sigma+ 3 0,   X1Sigma+ 1 0,           16 e,           15 e,0.00021064187617850352,,,396,372
50,1,3181.621644,3.52847585660763e-20,9.4771,,,12.591906,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            0 e,            1 e,0.0004564000438212074,,,12,36
50,1,3195.6287950000014,6.788660983724622e-30,14.645,,,5555.178704999999,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           31 e,           30 e,0.0011619057620994916,,,756,732
50,1,3206.078866,4.025658606729691e-20,3.4425,,,0.0,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            1 e,            0 e,0.00013245754036671524,,,36,12
50,1,3207.8069060000007,3.3285841075985465e-29,14.269,,,5214.5395,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           30 e,           29 e,0.0012075827093826741,,,732,708
50,1,3217.2331639999998,7.848227250229252e-20,4.3108,,,12.591906,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            2 e,            1 e,0.0002896756807189724,,,60,36
50,1,3219.171793999999,1.5592995318337494e-28,13.890999999999998,,,4882.998406000001,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           29 e,           28 e,0.0005775127704215726,,,708,684
50,1,3227.612298,1.0795708966743899e-19,4.8184,,,37.791354,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            3 e,            2 e,0.00041525052679075553,,,84,60
50,1,3229.7201049999994,6.971323991656537e-28,13.512,,,4560.7712,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           28 e,           27 e,0.0006081126540370624,,,684,660
50,1,3237.273676,1.2420262613584769e-19,5.2112,,,75.547889,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            4 e,            3 e,0.0002560878755427519,,,108,84
50,1,3246.1432729999997,1.2604524529324324e-19,5.5563,,,125.868321,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            5 e,            4 e,0.00023438643305447526,,,132,108
50,1,3254.2799489999998,1.1557381845421572e-19,5.8796,,,188.68498799999998,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            6 e,            5 e,0.000187,,,156,132
50,1,3263.6120700000006,1.7078427415795849e-25,11.995999999999999,,,3369.1205649999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           24 e,           23 e,0.0004954048849173774,,,588,564
50,1,3268.197384,7.504548760757365e-20,6.503,,,351.68897599999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            8 e,            7 e,0.00021411212016137713,,,204,180
50,1,3270.132849,5.946367030556252e-25,11.62,,,3096.515635,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           23 e,           22 e,0.0007100401397104252,,,564,540
50,1,3273.9676309999995,5.3836126180189344e-20,6.8131,,,451.76255599999996,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,            9 e,            8 e,0.0001283160161476345,,,228,204
50,1,3275.75807,1.963777482222353e-24,11.248,,,2834.387565,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           22 e,           21 e,0.000686644740750266,,,540,516
50,1,3278.9767190000002,3.5934879062289174e-20,7.1254,,,564.10793,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           10 e,            9 e,0.0001230447073221762,,,252,228
50,1,3280.525983,6.142687854716672e-24,10.878,,,2582.94158,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           21 e,           20 e,0.0004172696969586936,,,516,492
50,1,3283.1613820000002,2.2376503250311332e-20,7.4413,,,688.677139,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           11 e,           10 e,0.0004398022282799395,,,276,252
50,1,3284.4969420000007,1.818693555211275e-23,10.513,,,2342.3156289999997,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           20 e,           19 e,0.00034731109973624514,,,492,468
50,1,3286.5740419999993,1.302838792185005e-20,7.7618,,,825.354741,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           12 e,           11 e,0.0001351480669488099,,,300,276
50,1,3287.61315,5.0899251722468943e-23,10.151,,,2112.701661,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           19 e,           18 e,0.00041877917808792736,,,468,444
50,1,3289.1529899999996,7.104275560987236e-21,8.0872,,,974.076032,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           13 e,           12 e,0.00012021647141718975,,,324,300
50,1,3289.935134,1.3455864986074215e-22,9.7945,,,1894.224525,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           18 e,           17 e,0.0002730311337558411,,,444,420
50,1,3290.9522859999997,3.634029298228654e-21,8.4179,,,1134.709793,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           14 e,           13 e,0.00013577186748365804,,,348,324
50,1,3291.403512,3.355932729846339e-22,9.4425,,,1687.0618690000001,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           17 e,           16 e,0.0001876832437912346,,,420,396
50,1,3291.9095660000003,1.745963374903888e-21,8.7541,,,1307.174948,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           15 e,           14 e,0.00036682966074187625,,,372,348
50,1,3292.0801520000005,7.889044561115996e-22,9.0956,,,1491.324527,,,   X1Sigma+ 2 0,   X1Sigma+ 0 0,           16 e,           15 e,0.00015762296786953355,,,396,372
50,1,3870.7083470000007,2.6378110168928937e-34,0.060360000000000004,,,6366.648484,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           22 e,           23 e,0.0006334990134167535,,,540,564
50,1,3989.191228999998,3.869537053578736e-34,5.6785e-05,,,4882.998406000001,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           27 e,           28 e,0.0009965159306303136,,,660,684
50,1,4017.6836160000003,5.341822091595398e-32,0.010291,,,4894.775635,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           22 e,           23 e,0.0005650008849550592,,,540,564
50,1,4022.4772390000007,1.2690348574431508e-31,0.12862,,,5184.159659,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           17 e,           18 e,0.0006158904123299858,,,420,444
50,1,4026.4943649999996,2.83143996069079e-34,9.1735e-06,,,4560.7712,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           26 e,           27 e,0.0007791078230899751,,,636,660
50,1,4050.2532660000006,2.323705439764817e-31,0.01317,,,4630.387565,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           21 e,           22 e,0.0004321400236034612,,,516,540
50,1,4077.471977,1.0237549568556167e-30,0.17160999999999998,,,4783.404679,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           15 e,           16 e,0.00031126997927843924,,,372,396
50,1,4113.215800000001,3.6036191394929034e-30,0.020608,,,4132.085572999999,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           19 e,           20 e,0.0009002499652874194,,,468,492
50,1,4143.479001,1.287057553280818e-29,0.025308,,,3898.6086630000004,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           18 e,           19 e,0.0005184756503443533,,,444,468
50,1,4167.963997999999,2.8242427595463597e-30,0.00035231,,,3369.1205649999997,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           22 e,           23 e,0.0009264280867935731,,,540,564
50,1,4172.9100579999995,4.3104854924805524e-29,0.030766,,,3675.7764420000003,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           17 e,           18 e,0.0004999169931098562,,,420,444
50,1,4199.696894999999,6.609933206744486e-29,0.33584,,,3971.838521,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           10 e,           11 e,0.0007197235580415581,,,252,276
50,1,4201.403641000001,1.8058406306304054e-29,0.00063668,,,3096.515635,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           21 e,           22 e,0.0006018679257112809,,,516,540
50,1,4201.495236000001,1.353748516262493e-28,0.03707,,,3463.7696619999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           16 e,           17 e,0.00039941081607788235,,,396,420
50,1,4229.219989,3.9872108784630603e-28,0.044317,,,3262.70352,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           15 e,           16 e,0.0007427476018136982,,,372,396
50,1,4234.043266000001,9.823242153331236e-29,0.0010317,,,2834.387565,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           20 e,           21 e,0.0005743561612797411,,,492,516
50,1,4256.071789,1.1008324419092306e-27,0.052612,,,3072.745867,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           14 e,           15 e,0.00015123822268196623,,,348,372
50,1,4265.285078999999,4.713269615533594e-28,0.0015557000000000001,,,2582.94158,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           19 e,           20 e,0.0004245303287163357,,,468,492
50,1,4282.034655,2.8479175909207318e-27,0.062069000000000006,,,2893.9988949999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           13 e,           14 e,0.0003774652301868346,,,324,348
50,1,4296.851744,2.0327357062666325e-27,0.0022284,,,2342.3156289999997,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           18 e,           19 e,0.00033913566606890523,,,444,468
50,1,4307.093019,6.898186434413975e-27,0.07281599999999999,,,2726.614187,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           12 e,           13 e,0.0001175967686630887,,,300,324
50,1,4315.774058,1.0395572051003855e-27,0.70504,,,3372.0115939999996,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,            4 e,            5 e,0.0009274567375355036,,,108,132
50,1,4326.991003,7.978175571600549e-27,0.0030712,,,2112.701661,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           17 e,           18 e,0.00042150326214633263,,,420,444
50,1,4354.453069000001,3.309561935152785e-26,0.098761,,,2426.3301739999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           10 e,           11 e,0.000558506042939555,,,252,276
50,1,4356.267975000001,2.870337480897356e-26,0.004107199999999999,,,1894.224525,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           16 e,           17 e,0.0002906303494131334,,,396,420
50,1,4373.889268000001,2.0341449200538335e-31,5.1503,,,5863.467563,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           22 e,           21 e,0.0005324368507156505,,,540,516
50,1,4376.727080000001,6.537968600311619e-26,0.1143,,,2293.63933,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            9 e,           10 e,0.000445467170507547,,,228,252
50,1,4376.8527,7.0169853951091685e-34,3.4287,,,7015.0925,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           31 e,           30 e,0.0006467835804965985,,,756,732
50,1,4384.666803,9.509969514872749e-26,0.0053613,,,1687.0618690000001,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           15 e,           16 e,0.00019651208614230323,,,372,396
50,1,4412.173498,2.9111342809922192e-25,0.0068604,,,1491.324527,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           14 e,           15 e,0.00023331738040703267,,,348,372
50,1,4418.401774,2.0553080612217686e-25,0.15166,,,2063.65092,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            7 e,            8 e,0.0007159392432322732,,,180,204
50,1,4422.382,3.110036480256363e-27,1.3191,,,3265.403652,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,            4 e,            3 e,0.0009816638936010634,,,108,84
50,1,4423.232219,2.1583919660530337e-29,3.7711,,,4783.404679,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           17 e,           16 e,0.000605713628705843,,,420,396
50,1,4435.214577000001,9.45422675354545e-29,3.2948,,,4425.662079,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           15 e,           14 e,0.00031468237955119125,,,372,348
50,1,4438.775311,8.249113089978419e-25,0.008634000000000001,,,1307.174948,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           13 e,           14 e,0.0004266005157052673,,,324,348
50,1,4445.805229,1.3230923142305606e-27,2.2775,,,3725.7301869999997,,,   X1Sigma+ 5 0,   X1Sigma+ 2 0,           10 e,            9 e,0.0006048611410894239,,,252,228
50,1,4456.165656,4.7365877450196495e-25,0.19985999999999998,,,1881.3550489999998,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            5 e,            6 e,0.0002027806696901852,,,132,156
50,1,4464.456788,2.1666276824774193e-24,0.010714,,,1134.709793,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           12 e,           13 e,0.0003796024235960566,,,300,324
50,1,4473.553821,6.307657084807034e-25,0.22981,,,1808.265007,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            4 e,            5 e,0.0005658842637854493,,,108,132
50,1,4489.20278,5.27689653043597e-24,0.013136000000000002,,,974.076032,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           11 e,           12 e,0.0001195198728245642,,,276,300
50,1,4489.928154,7.581493475401152e-25,0.26595,,,1747.263498,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            3 e,            4 e,0.0004110681208753605,,,84,108
50,1,4513.002742,1.1918573710750338e-23,0.015939,,,825.354741,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           10 e,           11 e,0.00021869156362329113,,,252,276
50,1,4519.607112,7.107541194105715e-25,0.389,,,1661.751755,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            1 e,            2 e,0.0008623369411082886,,,36,60
50,1,4535.842414999999,2.494808563687396e-23,0.019169,,,688.677139,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            9 e,           10 e,0.0002630475242232856,,,228,252
50,1,4536.382616,1.0557649302528073e-28,2.0837,,,4376.076635,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           22 e,           21 e,0.0005812099448564176,,,540,516
50,1,4548.555258000001,3.0852585345979235e-28,1.9569,,,4132.085572999999,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           21 e,           20 e,0.0003529433382286738,,,516,492
50,1,4556.297366,5.739924405186365e-25,0.26711999999999997,,,1625.061501,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            1 e,            0 e,0.0010305382088986318,,,36,12
50,1,4557.709134,4.834561729600052e-23,0.022879,,,564.10793,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            8 e,            9 e,0.0002102974084481309,,,204,228
50,1,4563.649700000001,9.718836015291683e-31,0.84325,,,5214.5395,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           30 e,           29 e,0.000731398660102683,,,732,708
50,1,4569.524931,2.2356743340214475e-27,1.7172,,,3675.7764420000003,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           19 e,           18 e,0.0009390532466266223,,,468,444
50,1,4575.439897,1.7419138620332927e-24,0.41873999999999995,,,1661.751755,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            3 e,            2 e,0.00041294188453098335,,,84,60
50,1,4578.318002,5.532375979479987e-27,1.6044,,,3463.7696619999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           18 e,           17 e,0.0005110234828263766,,,444,420
50,1,4578.591919,8.655924758297386e-23,0.027137,,,451.76255599999996,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            7 e,            8 e,0.000788985424453456,,,180,204
50,1,4583.393788,2.130599605826243e-24,0.47775,,,1698.4250399999999,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            4 e,            3 e,0.0005627663813697474,,,108,84
50,1,4585.98298,1.292645843572711e-26,1.4963,,,3262.70352,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           17 e,           16 e,0.00040344764220404117,,,420,396
50,1,4590.257207,2.298635194831007e-24,0.5363100000000001,,,1747.263498,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            5 e,            4 e,0.00026800186566514793,,,132,108
50,1,4592.519031,2.8481120361457294e-26,1.3928,,,3072.745867,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           16 e,           15 e,0.00039941081607788235,,,396,372
50,1,4597.9246140000005,5.911912194336858e-26,1.2939,,,2893.9988949999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           15 e,           14 e,0.0007377811328571638,,,372,348
50,1,4598.475727,1.4277462011575373e-22,0.03203,,,351.68897599999997,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            6 e,            7 e,0.0002167487024182613,,,156,180
50,1,4600.697645,1.997864404806345e-24,0.65895,,,1881.3550489999998,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            7 e,            6 e,0.0007160446913426563,,,180,156
50,1,4602.203469,1.1547171853953845e-25,1.1997,,,2726.614187,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           14 e,           13 e,0.00010940292500660118,,,348,324
50,1,4605.354703999999,2.1195120925071325e-25,1.1099,,,2570.6788460000002,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           13 e,           12 e,0.00037798544945539907,,,324,300
50,1,4606.7154900000005,1.2534285458793072e-24,0.79375,,,2063.65092,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,            9 e,            8 e,0.0004414181690868648,,,228,204
50,1,4607.377032,3.651067164888277e-25,1.0246,,,2426.3301739999997,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           12 e,           11 e,0.00012972663566130125,,,300,276
50,1,4608.055487000001,8.896365500576888e-25,0.86665,,,2172.7277559999998,,,   X1Sigma+ 4 0,   X1Sigma+ 1 0,           10 e,            9 e,0.0005558138177483536,,,252,228
50,1,4635.206664,2.9734500682605376e-22,0.044328,,,188.68498799999998,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            4 e,            5 e,0.00036805706079356775,,,108,132
50,1,4667.814979999999,4.001912633230235e-22,0.062837,,,75.547889,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            2 e,            3 e,0.00019276929216034382,,,60,84
50,1,4682.546612,3.623127201389154e-22,0.079417,,,37.791354,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            1 e,            2 e,0.00045415636073933835,,,36,60
50,1,4689.271999999999,1.3821769212073075e-26,0.5553899999999999,,,3096.515635,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           23 e,           22 e,0.001097617875218876,,,564,540
50,1,4696.21696,2.3056260078979388e-22,0.13492,,,12.591906,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            0 e,            1 e,0.00033688573730569245,,,12,36
50,1,4702.696997999999,4.404194424648628e-26,0.5199,,,2834.387565,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           22 e,           21 e,0.0009712491956238627,,,540,516
50,1,4714.977696,1.3281534912439312e-25,0.48586,,,2582.94158,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           21 e,           20 e,0.0003873422259449646,,,516,492
50,1,4720.337966,3.0749647167874783e-22,0.057,,,0.0,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            1 e,            0 e,0.00044417338956763273,,,36,12
50,1,4726.115202000001,3.787039571823576e-25,0.45325,,,2342.3156289999997,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           20 e,           19 e,0.0004498588667571197,,,492,468
50,1,4730.770963,6.448331703367685e-22,0.076583,,,12.591906,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            2 e,            1 e,0.000290998281781869,,,60,36
50,1,4735.524998,1.020052546581235e-24,0.42208,,,2112.701661,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           19 e,           18 e,0.00026566332076521216,,,468,444
50,1,4744.942847999999,2.591024245522605e-24,0.39231,,,1894.224525,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           18 e,           17 e,0.00023805251521460556,,,444,420
50,1,4748.343763,1.1699644608485648e-21,0.10561,,,75.547889,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            4 e,            3 e,0.000368506444991129,,,108,84
50,1,4752.630795,6.2035210547214004e-24,0.36393000000000003,,,1687.0618690000001,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           17 e,           16 e,0.00042490587192930155,,,420,396
50,1,4755.470403,1.2660104598822334e-21,0.11977,,,125.868321,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            5 e,            4 e,0.00011261438629233832,,,132,108
50,1,4759.1679730000005,1.3983359432372207e-23,0.33693,,,1491.324527,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           16 e,           15 e,0.00021724870540465831,,,396,372
50,1,4761.479715,1.2346128424676316e-21,0.13446,,,188.68498799999998,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            6 e,            5 e,0.000219,,,156,132
50,1,4764.553724,2.96345490582311e-23,0.31126,,,1307.174948,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           15 e,           14 e,0.00036458880948268287,,,372,348
50,1,4768.788232,5.898510495769147e-23,0.2869,,,1134.709793,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           14 e,           13 e,0.00021421951358361357,,,348,324
50,1,4770.1280879999995,9.005397531618658e-22,0.16624,,,351.68897599999997,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            8 e,            7 e,0.0002504495957273639,,,204,180
50,1,4771.874227,1.1011234563059414e-22,0.26383,,,974.076032,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           13 e,           12 e,0.0002474267568392715,,,324,300
50,1,4772.756998,6.824485824722506e-22,0.18354,,,451.76255599999996,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,            9 e,            8 e,0.00021066086489901254,,,228,204
