M of C2H2__12C2-1H2__aCeTY,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
26,1,2601.409540999999,1.8460789065813396e-37,0.00014454,,,6107.613063000001,,, 0 2 0 0 3 0 0E1g, 2 0 0 0 0 3 0E1u,   3A2g  1E1g,   3A2u  1E1g,0.00044721359549995795,,,21,21
26,1,2601.544079000001,1.0054037661227457e-38,0.00010137,,,6807.646433,,, 2 1 0 0 1 0 1E2g, 1 1 0 1 0 0 0E1u,  24A1g  2E2g,  25A1u  1E1g,0.000608276253029822,,,49,51
26,1,2601.6314710000006,1.7343370502081464e-37,0.00040722,,,6107.500536,,, 0 2 0 0 3 0 0E1g, 2 0 0 0 0 3 0E1u,   3A1g  1E1g,   3A1u  1E1g,0.0001414213562373095,,,7,7
26,1,2601.6815849999994,4.982321758120862e-31,0.66998,,,4816.422295,,, 0 2 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  11A1g  1E1g,  10A1u  2E2g,0.0007071067811865475,,,23,21
26,1,2601.7220129999996,5.114196683765753e-35,0.40881999999999996,,,6891.689126,,, 2 1 0 2 0 0 1E1u, 1 1 0 1 1 0 0E2g,  15A2u  1E1g,  16A2g  2E2g,0.0009899494936611666,,,93,99
26,1,2601.824926000001,7.246478341368085e-34,2.3765,,,6810.793522,,, 1 2 0 0 0 0 0A1g, 1 1 0 1 0 0 0E1u,  25A2g  0A2g,  25A2u  1E1g,0.0004242640687119285,,,153,153
26,1,2601.921757,6.764631060850597e-23,0.8582299999999999,,,1088.992582,,, 0 1 0 0 0 0 0A1g, 0 0 0 1 0 0 0E1u,  16A1g  0A1g,  17A1u  1E1g,0.0004123105625617661,,,33,35
26,1,2602.066127,7.308076915631406e-34,2.4031,,,6107.500536,,, 2 1 0 0 0 0 2A1g, 2 0 0 0 0 3 0E1u,   2A1g  0A1g,   3A1u  1E1g,0.0003162277660168379,,,5,7
26,1,2602.23207,4.356201457255499e-31,0.33302,,,4973.8555590000005,,, 1 1 0 0 3 0 0E1g, 0 1 0 0 0 0 2A2u,  14A2g  1E1g,  14A2u  0A1g,0.0009899494936611666,,,87,87
26,1,2603.5112549999994,1.0768117163696228e-35,9.586100000000001e-05,,,5279.261002,,, 0 2 0 1 1 0 0E2g, 2 0 0 0 2 0 0A2u,   5A2g  2E2g,   6A2u  0A1g,0.0008944271909999159,,,33,39
26,1,2604.556929,6.984251167866714e-28,0.20197,,,3152.919687,,, 0 1 0 0 0 3 0E1g, 0 0 0 3 0 0 1E2u,  16A1g  1E1g,  17A1u  2E2g,0.0006324555320336758,,,33,35
26,1,2604.6505290000014,7.290950912026719e-32,0.10959,,,4871.847489,,, 0 2 0 1 0 0 0E1g, 0 1 0 0 1 1 0A1u,  13A1g  1E1g,  12A1u  0A1g,0.000848528137423857,,,27,25
26,1,2604.6809489999987,2.6649587002728016e-33,0.07736799999999999,,,5760.387970000001,,, 0 2 0 1 1 0 0E2u, 0 1 0 0 0 3 0E1g,  17A2u  2E2g,  16A2g  1E1g,0.000848528137423857,,,105,99
26,1,2605.4948000000004,8.036203019272735e-35,1.1749,,,6639.932765,,, 1 2 0 0 0 0 1E1g, 1 1 0 0 1 1 0A1u,   2A2g  1E1g,   1A2u  0A2g,0.0010816653826391967,,,15,9
26,1,2605.7113819999995,4.7952750412017726e-39,0.00077739,,,7297.077664,,, 3 1 0 1 0 0 0E1g, 1 1 0 2 0 0 1E1u,   5A2g  1E1g,   4A2u  1E1g,0.0004242640687119285,,,33,27
26,1,2605.729840000001,9.243138518274793e-37,6.965699999999999e-07,,,4970.357789,,, 1 1 0 0 3 0 0E1g, 0 1 0 0 1 1 0A1u,  14A2g  1E1g,  15A2u  0A2g,0.0007615773105863909,,,87,93
26,1,2605.7334360000013,9.100355026420497e-37,0.063601,,,7337.126106999999,,, 1 2 0 0 1 0 1E2u, 0 2 0 0 0 0 1E1g,  15A2u  2E2g,  14A2g  1E1g,0.0006403124237432849,,,93,87
26,1,2606.1171630000017,4.713607090117829e-31,0.70426,,,4870.380854999999,,, 0 2 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  13A1g  1E1g,  12A1u  2E2g,0.001,,,27,25
26,1,2606.1462009999996,3.6516674542368643e-32,0.023213,,,4935.282279,,, 0 2 0 0 0 0 1E1g, 1 0 0 1 3 0 0E2u,  14A2g  1E1g,  13A2u  2E2g,0.0007615773105863909,,,87,81
26,1,2606.2485609999994,2.515088764230508e-25,1.2925,,,2131.87035,,, 0 1 0 0 1 1 0A1u, 0 0 0 2 0 0 1E1g,   6A1u  0A1g,   7A1g  1E1g,0.001140175425099138,,,13,15
26,1,2606.8539650000002,1.9672548907379656e-31,0.10661,,,4902.341047,,, 0 2 0 1 0 0 0E1g, 0 1 0 0 1 1 0A1u,  14A2g  1E1g,  13A2u  0A2g,0.0010816653826391967,,,87,81
26,1,2606.9633010000002,2.8646576809393165e-26,0.11352000000000001,,,2243.3530969999997,,, 1 0 0 2 0 2 0E2g, 0 0 0 0 2 1 0E1u,  14A1g  2E2g,  15A1u  1E1g,0.0005,,,29,31
26,1,2607.1925950000004,2.205420673276972e-32,0.016521,,,4968.895034,,, 1 1 0 0 3 0 0E1g, 0 1 0 1 1 0 0E2u,  14A2g  1E1g,  15A2u  2E2g,0.001140175425099138,,,87,93
26,1,2607.625590999999,7.513086654549918e-31,0.47471,,,4933.8028890000005,,, 0 2 0 0 0 0 1E1g, 0 1 0 1 1 0 0E2u,  14A2g  1E1g,  14A2u  2E2g,0.0007280109889280518,,,87,87
26,1,2607.6797260000003,1.8774333496377526e-30,1.4036,,,4968.407903,,, 1 1 0 0 3 0 0E1g, 1 0 0 1 3 0 0E2u,  14A2g  1E1g,  14A2u  2E2g,0.0007615773105863909,,,87,87
26,1,2607.935368999999,9.144480236183488e-36,0.012908000000000001,,,6591.496031000001,,, 2 1 0 0 1 0 1E2g, 1 1 0 1 0 0 0E1u,  20A2g  2E2g,  21A2u  1E1g,0.0009486832980505138,,,123,129
26,1,2608.3176790000007,1.3322439636197679e-30,0.7176600000000001,,,4900.877332999999,,, 0 2 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  14A2g  1E1g,  13A2u  2E2g,0.0006324555320336758,,,87,81
26,1,2608.353566999999,3.241590396529536e-24,0.49526000000000003,,,1542.806894,,, 0 1 0 0 0 0 1E1g, 0 0 0 0 2 0 0A2u,  12A1g  1E1g,  13A1u  0A2g,0.0003162277660168379,,,25,27
26,1,2608.866089,1.8788698275715757e-35,0.33687,,,6786.471284,,, 2 1 0 2 0 0 1E1u, 1 1 0 1 1 0 0E2g,  12A1u  1E1g,  13A1g  2E2g,0.0010630145812734648,,,25,27
26,1,2608.9903350000004,5.5357890447124205e-34,0.0053666,,,5495.366702,,, 1 1 0 2 0 0 2A2u, 0 1 0 0 2 1 0E1g,  14A2u  0A1g,  15A2g  1E1g,0.000608276253029822,,,87,93
26,1,2609.466343,3.9114561311729635e-35,0.00091323,,,5702.700524,,, 2 1 0 1 0 0 0E1u, 0 1 0 0 3 0 0E1g,  16A2u  1E1g,  16A2g  1E1g,0.0007071067811865475,,,99,99
26,1,2609.6300790000005,2.7670699936871627e-38,0.05121799999999999,,,7756.161741,,, 0 3 0 1 0 0 0E1g, 0 2 0 1 0 1 0A2u,   4A2g  1E1g,   4A2u  0A1g,0.0009848857801796104,,,27,27
26,1,2609.8715679999987,2.919635958908115e-39,0.0046697,,,7767.354412000001,,, 0 3 0 1 0 0 0E1g, 0 2 0 0 1 0 1E2u,   5A2g  1E1g,   5A2u  2E2g,0.00044721359549995795,,,33,33
26,1,2610.00306,3.181600306897743e-26,0.27343,,,2354.4472379999997,,, 0 1 0 0 1 0 1E2g, 0 0 0 0 0 3 0E1u,  11A1g  2E2g,  12A1u  1E1g,0.0009219544457292887,,,23,25
26,1,2610.099421,3.521214217849685e-32,1.5386,,,5564.2391210000005,,, 0 2 0 0 0 0 2A2u, 0 1 0 0 3 0 0E1g,  13A1u  0A2g,  12A1g  1E1g,0.0007071067811865475,,,27,25
26,1,2610.1275829999995,2.668501399805635e-40,0.00049293,,,7755.664237000001,,, 0 3 0 1 0 0 0E1g, 0 2 0 0 1 0 1E2u,   4A2g  1E1g,   4A2u  2E2g,0.0008062257748298549,,,27,27
26,1,2610.448905,9.129070896539687e-26,0.031563,,,1791.145819,,, 1 0 0 0 3 0 0E1g, 0 0 0 1 1 0 0E2u,  18A1g  1E1g,  19A1u  2E2g,0.0009486832980505138,,,37,39
26,1,2610.4625430000006,2.3303741639385064e-30,0.9589799999999999,,,4758.143583,,, 0 2 0 1 0 0 0E1g, 0 1 0 0 2 0 0A2u,   9A2g  1E1g,   8A2u  0A1g,0.001,,,57,51
26,1,2610.507220999999,4.104761404459619e-31,0.72918,,,4933.717611,,, 0 2 0 1 0 0 0E1g, 0 1 0 1 1 0 0E2u,  15A1g  1E1g,  14A1u  2E2g,0.0006708203932499369,,,31,29
26,1,2611.085167,1.5513722269766446e-39,0.0042951000000000005,,,8129.602673,,, 0 3 0 1 0 0 0E1g, 0 2 0 0 1 0 1E2u,  18A2g  1E1g,  18A2u  2E2g,0.0006324555320336758,,,111,111
26,1,2611.227702,3.165356660604466e-35,0.10482000000000001,,,6107.500536,,, 2 1 0 0 1 0 1E2g, 2 0 0 0 0 3 0E1u,   2A1g  2E2g,   3A1u  1E1g,0.0005099019513592785,,,5,7
26,1,2611.2299159999993,5.683256462707031e-35,0.31906999999999996,,,6756.080568,,, 2 1 0 2 0 0 1E1u, 1 1 0 1 1 0 0E2g,  11A2u  1E1g,  12A2g  2E2g,0.0007810249675906653,,,69,75
26,1,2611.545065,1.0707800902016325e-26,2.6432,,,3131.360854,,, 0 1 0 0 3 0 0E1g, 0 0 0 1 3 0 0E2u,  17A1g  1E1g,  17A1u  2E2g,0.0007615773105863909,,,35,35
26,1,2611.855727,1.5313219002971692e-30,0.00020132,,,2876.017519,,, 0 1 0 0 3 0 0E1g, 0 0 0 3 0 0 1E2u,   9A1g  1E1g,   8A1u  2E2g,0.0007211102550927978,,,19,17
26,1,2611.878688999999,5.303594688549574e-31,0.19371,,,4655.308632,,, 0 2 0 1 0 0 0E1u, 0 1 0 1 1 0 0E2g,   6A2u  1E1g,   5A2g  2E2g,0.0009219544457292887,,,39,33
26,1,2611.966936,3.2690651228733315e-26,0.10812000000000001,,,2174.835151,,, 1 0 0 2 0 2 0E2g, 0 0 0 0 2 1 0E1u,  12A1g  2E2g,  13A1u  1E1g,0.0004242640687119285,,,25,27
26,1,2612.6385910000004,4.905969366075755e-28,0.0019526,,,2243.3530969999997,,, 0 1 0 0 2 0 0A1g, 0 0 0 0 2 1 0E1u,  14A1g  0A1g,  15A1u  1E1g,0.0005,,,29,31
26,1,2612.856466,9.36294198474069e-34,1.5695,,,6635.881015,,, 2 1 0 0 1 0 1E2g, 2 0 0 0 0 3 0E1u,  21A2g  2E2g,  21A2u  1E1g,0.0003605551275463989,,,129,129
26,1,2613.165546999999,4.041664824335924e-25,0.046620999999999996,,,1790.9030010000001,,, 1 0 0 0 3 0 0E1g, 0 0 0 1 1 0 0E2u,  18A2g  1E1g,  19A2u  2E2g,0.0009219544457292887,,,111,117
26,1,2613.4208340000005,6.471563715790177e-39,0.00144,,,7319.726584,,, 1 2 0 0 0 0 2A2u, 0 2 0 0 0 0 1E1g,   4A2u  0A1g,   4A2g  1E1g,0.0006708203932499369,,,27,27
26,1,2613.573774999999,1.8035848705211047e-35,0.0043705,,,6109.14531,,, 2 1 0 1 1 0 0E2u, 1 1 0 1 0 0 0E1g,  11A2u  2E2g,  10A2g  1E1g,0.0006708203932499369,,,69,63
26,1,2613.583483,3.450444956892611e-24,0.47307,,,1483.836761,,, 0 1 0 0 0 0 1E1g, 0 0 0 0 2 0 0A2u,  10A1g  1E1g,  11A1u  0A2g,0.00058309518948453,,,21,23
26,1,2614.3890579999997,1.9326705347004896e-30,0.37542,,,4659.543664,,, 0 2 0 0 0 0 1E1g, 0 1 0 0 1 0 1E2u,  12A2g  1E1g,  11A2u  2E2g,0.001140175425099138,,,75,69
26,1,2615.317615,9.876670150708768e-34,0.98879,,,6086.768032,,, 0 2 0 0 3 0 0E1g, 0 1 0 0 4 0 0A2u,   2A2g  1E1g,   2A2u  0A1g,0.0009486832980505138,,,15,15
26,1,2615.333594999999,1.6823049547295393e-24,0.19234,,,1788.7349530000001,,, 1 0 0 0 3 0 0E1g, 0 0 0 0 1 1 0A1u,  18A2g  1E1g,  19A2u  0A2g,0.0008062257748298549,,,111,117
26,1,2616.3723099999997,1.9110920674809637e-38,0.0083833,,,7798.95927,,, 1 2 0 0 2 0 0A1g, 2 1 0 0 0 0 0A2u,  23A2g  0A2g,  22A2u  0A1g,0.0012727922061357855,,,141,135
26,1,2616.6393150000004,2.1783284003658577e-37,9.257200000000001e-05,,,6298.501865,,, 0 2 0 0 2 1 0E1u, 1 1 0 1 0 0 0E1g,  16A2u  1E1g,  16A2g  1E1g,0.0007280109889280518,,,99,99
26,1,2616.6421259999997,6.167206082012744e-31,0.38227,,,4687.718352000001,,, 0 2 0 0 0 0 1E1g, 0 1 0 0 1 0 1E2u,  13A1g  1E1g,  12A1u  2E2g,0.0009486832980505138,,,27,25
26,1,2616.7109400000018,3.4146635977981125e-37,9.910399999999999e-05,,,6162.920539,,, 0 2 0 0 2 1 0E1u, 1 1 0 1 0 0 0E1g,  12A2u  1E1g,  12A2g  1E1g,0.000565685424949238,,,75,75
26,1,2616.734819000001,3.2605922846103047e-37,8.6746e-05,,,6109.14531,,, 0 2 0 0 2 1 0E1u, 1 1 0 1 0 0 0E1g,  10A2u  1E1g,  10A2g  1E1g,0.0006708203932499369,,,63,63
26,1,2616.919627999999,3.430929211935644e-26,0.10175,,,2115.751052,,, 1 0 0 2 0 2 0E2g, 0 0 0 0 2 1 0E1u,  10A1g  2E2g,  11A1u  1E1g,0.0007810249675906653,,,21,23
26,1,2617.0901820000004,1.173978212380691e-22,0.876,,,884.416014,,, 0 1 0 0 0 0 0A1g, 0 0 0 1 0 0 0E1u,  10A1g  0A1g,  11A1u  1E1g,0.0005099019513592785,,,21,23
26,1,2617.1509060000008,4.799717950778287e-38,0.00012028,,,6736.228142,,, 2 1 0 0 1 0 1E2g, 0 1 0 4 0 0 0A2u,  23A2g  2E2g,  22A2u  0A1g,0.0003162277660168379,,,141,135
26,1,2617.467931,1.028749502903026e-32,0.00052913,,,4190.193894,,, 1 1 0 0 2 0 0A1g, 1 0 0 0 2 1 0E1u,  14A1g  0A1g,  15A1u  1E1g,0.0006708203932499369,,,29,31
26,1,2617.641584,4.802820771232558e-26,0.0032363,,,1679.601928,,, 0 1 0 0 0 0 1E1u, 0 0 0 1 0 1 0A1g,  18A2u  1E1g,  19A2g  0A2g,0.0007280109889280518,,,111,117
26,1,2617.7694889999993,2.923260307478945e-28,0.00097113,,,2174.835151,,, 0 1 0 0 2 0 0A1g, 0 0 0 0 2 1 0E1u,  12A1g  0A1g,  13A1u  1E1g,0.0004242640687119285,,,25,27
26,1,2618.0868579999988,8.609662064251068e-34,0.68277,,,6107.613063000001,,, 2 1 0 0 1 0 1E2g, 2 0 0 0 0 3 0E1u,   3A2g  2E2g,   3A2u  1E1g,0.0007211102550927978,,,21,21
26,1,2618.1995570000017,2.7996792199338077e-34,0.66576,,,6107.500536,,, 2 1 0 0 1 0 1E2g, 2 0 0 0 0 3 0E1u,   3A1g  2E2g,   3A1u  1E1g,0.00022360679774997898,,,7,7
26,1,2618.339221000001,1.5706699841808219e-30,1.1241,,,4957.7484079999995,,, 1 1 0 0 3 0 0E1g, 1 0 0 0 4 0 0A2u,  14A2g  1E1g,  14A2u  0A1g,0.0007615773105863909,,,87,87
26,1,2618.6502950000004,1.4979347320405024e-34,0.040313999999999996,,,6162.920539,,, 2 1 0 0 1 1 0A1u, 1 1 0 1 0 0 0E1g,  13A2u  0A2g,  12A2g  1E1g,0.0005,,,81,75
26,1,2618.802549,1.1961339631114067e-48,5.4297000000000005e-24,,,2283.156452,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 0 1 2E3u,  15A1g  2E2g,  16A1u  3E3g,0.0008544003745317531,,,31,33
26,1,2618.97087,1.2178532563316048e-28,0.015550999999999999,,,2868.902376,,, 0 1 0 0 3 0 0E1g, 0 0 0 0 3 1 0A1u,   9A1g  1E1g,   8A1u  0A1g,0.0010816653826391967,,,19,17
26,1,2619.1817229999997,3.5242702938949485e-35,0.00060117,,,5769.628948,,, 1 1 0 0 2 1 0E1u, 0 1 0 0 2 0 0A1g,  31A2u  1E1g,  31A2g  0A2g,0.0006324555320336758,,,189,189
26,1,2619.3913539999994,2.680280070247785e-29,2.7751,,,4223.949918,,, 1 1 0 0 0 0 2A1g, 1 0 0 0 0 3 0E1u,   8A1g  0A1g,   8A1u  1E1g,0.0009219544457292887,,,17,17
26,1,2620.1267880000005,2.6414753067443786e-32,0.025480000000000003,,,5109.267218,,, 0 2 0 0 0 0 1E1u, 0 1 0 1 0 1 0A1g,  22A2u  1E1g,  21A2g  0A2g,0.001,,,135,129
26,1,2620.3314989999994,5.739420564260603e-26,1.4612,,,2714.323691,,, 0 1 0 3 0 0 0E1u, 0 0 0 0 2 0 2A1g,   7A2u  1E1g,   7A2g  0A2g,0.0010295630140987001,,,45,45
26,1,2620.663125,2.1244885787894897e-36,0.9157,,,7794.668455,,, 1 2 0 0 2 0 0A1g, 1 1 0 3 0 0 0E1u,  23A2g  0A2g,  22A2u  1E1g,0.0012041594578792295,,,141,135
26,1,2621.0642389999994,1.5543213402557852e-38,0.023746,,,7756.161741,,, 0 3 0 1 0 0 0E1g, 0 2 0 1 0 1 0A2u,   5A2g  1E1g,   4A2u  0A1g,0.0009219544457292888,,,33,27
26,1,2621.4649960000006,1.63378415524845e-32,0.28841999999999995,,,5343.009932,,, 0 2 0 1 1 0 0E2u, 0 1 0 0 2 1 0E1g,  11A1u  2E2g,  10A1g  1E1g,0.0007071067811865475,,,23,21
26,1,2621.5001939999997,1.4316491004593758e-48,5.793000000000001e-24,,,2245.3604179999998,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 0 1 2E3u,  14A1g  2E2g,  15A1u  3E3g,0.0009486832980505138,,,29,31
26,1,2621.5617429999984,2.68288157911431e-39,0.0040904,,,7755.664237000001,,, 0 3 0 1 0 0 0E1g, 0 2 0 0 1 0 1E2u,   5A2g  1E1g,   4A2u  2E2g,0.0007280109889280518,,,33,27
26,1,2621.8726340000003,2.2407482288621088e-32,0.036923000000000004,,,4610.324286,,, 0 2 0 1 0 0 0E1u, 1 0 0 2 0 2 0E2g,   3A1u  1E1g,   2A1g  2E2g,0.0010816653826391967,,,7,5
26,1,2621.926988,2.2487375957945142e-23,1.4889,,,1675.316524,,, 0 1 0 0 0 0 1E1u, 0 0 0 0 1 0 1E2g,  18A2u  1E1g,  19A2g  2E2g,0.0007071067811865475,,,111,117
26,1,2622.0351410000003,4.4807116557407046e-32,0.016493,,,4655.308632,,, 1 1 0 0 2 1 0E1u, 0 1 0 1 1 0 0E2g,   6A2u  1E1g,   5A2g  2E2g,0.0009219544457292887,,,39,33
26,1,2622.254572,7.776364733175677e-34,0.55904,,,6086.768032,,, 0 2 0 0 3 0 0E1g, 0 1 0 0 4 0 0A2u,   3A2g  1E1g,   2A2u  0A1g,0.0009219544457292888,,,21,15
26,1,2622.377751000001,1.2806187973896074e-35,0.2533,,,6966.759026999999,,, 2 1 0 0 1 0 1E2g, 0 1 0 0 4 0 0A2u,  27A1g  2E2g,  27A1u  0A2g,0.0005099019513592785,,,55,55
26,1,2622.777276,4.95361908108679e-35,0.68352,,,6939.268308,,, 2 1 0 0 0 3 0E1u, 2 0 0 0 0 0 4E2g,  11A2u  1E1g,  10A2g  2E2g,0.0007615773105863909,,,69,63
26,1,2622.8702940000003,1.1044580346751302e-32,0.26052,,,5702.700524,,, 0 2 0 1 1 0 0E2u, 0 1 0 0 3 0 0E1g,  16A2u  2E2g,  16A2g  1E1g,0.0005385164807134503,,,99,99
26,1,2623.507515,4.4981195100821877e-26,0.18052,,,2243.3530969999997,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 2 1 0E1u,  14A1g  2E2g,  15A1u  1E1g,0.0004242640687119285,,,29,31
26,1,2623.666361,2.3325645417405437e-26,0.20069,,,2235.153385,,, 0 1 0 0 1 0 1E2g, 0 0 0 0 0 3 0E1u,   6A1g  2E2g,   7A1u  1E1g,0.0007211102550927978,,,13,15
26,1,2623.746261999999,1.7896667247607039e-26,0.4493,,,2710.9089280000003,,, 0 1 0 3 0 0 0E1u, 0 0 0 0 1 3 0A2g,   7A2u  1E1g,   6A2g  0A1g,0.001140175425099138,,,45,39
26,1,2623.978162999999,5.655931558687121e-37,0.0017261,,,6784.271712000001,,, 2 1 0 0 1 0 1E2g, 0 1 0 0 4 0 0A2u,  24A2g  2E2g,  24A2u  0A1g,0.000608276253029822,,,147,147
26,1,2625.360165,2.8448776779787775e-33,0.1233,,,5487.873246,,, 0 2 0 1 1 0 0E2u, 0 1 0 0 3 0 0E1g,   9A1u  2E2g,   9A1g  1E1g,0.001,,,19,19
26,1,2625.4325870000002,2.858315153590361e-26,0.009294,,,1776.162137,,, 1 0 0 0 3 0 0E1g, 0 0 0 0 2 0 0A2u,  18A1g  1E1g,  19A1u  0A2g,0.0009486832980505138,,,37,39
26,1,2625.4452729999994,6.60380934377711e-40,9.8745e-05,,,7277.3437730000005,,, 3 1 0 1 0 0 0E1g, 1 1 0 0 2 1 0E1u,   5A2g  1E1g,   6A2u  1E1g,0.0007615773105863909,,,33,39
26,1,2625.806622000001,2.1049894886594656e-31,0.14611,,,4950.281007,,, 1 1 0 0 3 0 0E1g, 0 1 0 0 1 0 1E2u,  14A2g  1E1g,  13A2u  2E2g,0.0009219544457292887,,,87,81
26,1,2626.039044,5.472649826846092e-27,0.007286399999999999,,,2132.104539,,, 0 1 0 0 2 0 0A2u, 0 0 0 2 0 0 1E1g,   8A2u  0A1g,   7A2g  1E1g,0.0009433981132056604,,,51,45
26,1,2626.105641,2.0243505472278984e-32,0.45133,,,5702.700524,,, 0 2 0 0 1 0 1E2u, 0 1 0 0 3 0 0E1g,  17A2u  2E2g,  16A2g  1E1g,0.00058309518948453,,,105,99
26,1,2626.115762,1.083939214451794e-28,0.028696,,,3131.360854,,, 0 1 0 0 0 3 0E1g, 0 0 0 1 3 0 0E2u,  16A1g  1E1g,  17A1u  2E2g,0.0006708203932499369,,,33,35
26,1,2626.153445,1.4023426959723162e-35,0.0056599,,,6298.501865,,, 2 1 0 1 1 0 0E2u, 1 1 0 1 0 0 0E1g,  17A2u  2E2g,  16A2g  1E1g,0.0008062257748298549,,,105,99
26,1,2626.3968680000007,2.349466974359848e-25,0.039095,,,1557.5341529999998,,, 1 0 0 0 3 0 0E1g, 0 0 0 1 1 0 0E2u,  12A1g  1E1g,  13A1u  2E2g,0.0008544003745317531,,,25,27
26,1,2626.5290809999997,2.0076008009645472e-48,6.780400000000001e-24,,,2176.856243,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 0 1 2E3u,  12A1g  2E2g,  13A1u  3E3g,0.00058309518948453,,,25,27
26,1,2627.324304999999,4.6545898610085446e-35,0.71344,,,6993.1666510000005,,, 2 1 0 0 0 3 0E1u, 2 0 0 0 0 0 4E2g,  13A2u  1E1g,  12A2g  2E2g,0.0008062257748298549,,,81,75
26,1,2627.503135,2.913066480537342e-36,0.0021925,,,6495.715722,,, 0 2 0 3 0 0 0E1g, 1 1 0 0 0 0 1E1u,  24A2g  1E1g,  23A2u  1E1g,0.0005,,,147,141
26,1,2627.513862999999,3.778122973168447e-24,0.48706000000000005,,,1425.507953,,, 0 1 0 0 0 0 1E1g, 0 0 0 0 1 1 0A1u,   8A1g  1E1g,   8A1u  0A1g,0.001,,,17,17
26,1,2628.3467360000004,1.6651984872155696e-36,0.0048988999999999994,,,6784.271712000001,,, 1 2 0 0 0 0 0A1g, 0 1 0 0 4 0 0A2u,  25A2g  0A2g,  24A2u  0A1g,0.0003162277660168379,,,153,147
26,1,2628.5501729999996,5.254222227944699e-26,0.17599,,,2174.835151,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 2 1 0E1u,  12A1g  2E2g,  13A1u  1E1g,0.00058309518948453,,,25,27
26,1,2628.6229439999997,6.84067893935141e-26,5.6368,,,2171.514343,,, 0 1 0 0 0 0 2A1g, 0 0 0 0 0 3 0E1u,   0A1g  0A1g,   1A1u  1E1g,0.001,,,1,3
26,1,2629.6792590000005,1.6039940179466975e-29,0.78473,,,4177.982566,,, 1 1 0 0 2 0 0A1g, 0 1 0 0 0 0 1E1u,  14A1g  0A1g,  15A1u  1E1g,0.0006708203932499369,,,29,31
26,1,2630.057824999999,3.737833161637603e-34,0.011064000000000001,,,5760.387970000001,,, 3 0 0 0 0 3 0E1u, 0 1 0 0 0 3 0E1g,  17A2u  1E1g,  16A2g  1E1g,0.0007211102550927978,,,105,99
26,1,2630.206824000001,3.5131580702059917e-35,0.0030762,,,5757.476616,,, 3 0 0 0 0 3 0E1u, 0 1 0 0 0 3 0E1g,  17A1u  1E1g,  16A1g  1E1g,0.0009219544457292887,,,35,33
26,1,2630.3701539999984,1.992187345115284e-40,0.00043495,,,8066.280076000001,,, 0 3 0 1 0 0 0E1g, 1 1 0 2 0 2 0A2u,  17A2g  1E1g,  18A2u  0A1g,0.0007211102550927978,,,105,111
26,1,2630.6206810000012,3.287706467490597e-36,0.00089293,,,6162.920539,,, 0 2 0 3 0 0 0E1u, 1 1 0 1 0 0 0E1g,  13A2u  1E1g,  12A2g  1E1g,0.0009848857801796104,,,81,75
26,1,2632.4390759999987,1.8812587629523168e-36,0.0022919,,,6610.168012,,, 0 2 0 3 0 0 0E1g, 1 1 0 0 0 0 1E1u,  26A2g  1E1g,  25A2u  1E1g,0.0007211102550927978,,,159,153
26,1,2632.5030659999998,9.151375115690825e-28,0.0027824,,,2154.2990210000003,,, 1 0 0 2 0 2 0E2g, 0 0 0 3 0 0 0E1u,  12A1g  2E2g,  13A1u  1E1g,0.0007615773105863909,,,25,27
26,1,2632.5259020000008,9.520716767618302e-30,0.29302,,,4051.649572,,, 0 2 0 0 0 0 0A1g, 0 1 0 0 0 0 1E1u,  12A1g  0A1g,  11A1u  1E1g,0.0007280109889280518,,,25,23
26,1,2632.776736,8.723817241351819e-29,0.015258,,,3032.17612,,, 0 1 0 0 3 0 0E1g, 0 0 0 0 3 1 0A1u,  15A1g  1E1g,  14A1u  0A1g,0.0007615773105863909,,,31,29
26,1,2633.0570880000005,4.5947142252926426e-35,0.22343000000000002,,,6756.080568,,, 1 2 0 1 0 0 0E1u, 1 1 0 1 1 0 0E2g,  13A2u  1E1g,  12A2g  2E2g,0.0010816653826391967,,,81,75
26,1,2633.569884,5.631380098955937e-26,0.16914,,,2115.751052,,, 0 1 0 1 1 0 0E2g, 0 0 0 0 2 1 0E1u,  10A1g  2E2g,  11A1u  1E1g,0.0009433981132056604,,,21,23
26,1,2634.130598,4.88482572192801e-27,0.58617,,,2853.742648,,, 0 1 0 0 3 0 0E1g, 0 0 0 1 3 0 0E2u,   9A1g  1E1g,   8A1u  2E2g,0.0006708203932499369,,,19,17
26,1,2634.78943,6.3708121664412295e-31,0.013451,,,4256.899696,,, 1 1 0 1 1 0 0E2g, 0 1 0 0 0 0 1E1u,  16A2g  2E2g,  17A2u  1E1g,0.0008062257748298549,,,99,105
26,1,2635.6017250000004,6.991660529075001e-40,0.00010028,,,7267.187320999999,,, 3 1 0 1 0 0 0E1g, 0 2 0 1 0 0 0E1u,   5A2g  1E1g,   6A2u  1E1g,0.0007615773105863909,,,33,39
